index,Topic_0,Topic_1,Topic_2,Topic_3,signal,month,net_change
drop,2.0070972744140326e-05,1.7449865847065004e-05,0.0007346262760313747,0.0004029876187085475,positive,10-2021,7.0
execution,2.0070926610571116e-05,0.0017902307188602236,1.689740623352942e-05,1.4422218663023972e-05,positive,10-2021,7.0
hold,2.0069564873674725e-05,1.7045832808927025e-05,0.0013293692527472454,0.001184108145832193,positive,10-2021,7.0
majority,2.006916402802676e-05,0.001492478109562704,0.0004796509439659773,1.4845842537222023e-05,positive,10-2021,7.0
cetera,2.006904789050348e-05,1.722812236104923e-05,1.6866596950964718e-05,0.0019466578363221266,positive,10-2021,7.0
et,2.006904789050348e-05,1.722812236104923e-05,1.6866596950964718e-05,0.0019466578363221266,positive,10-2021,7.0
efficiency,2.006476648354144e-05,0.001240334905778235,0.0014848888061516504,1.454601181934518e-05,positive,10-2021,7.0
develop,2.0062869076708834e-05,0.0029553720412758442,1.7115347084259796e-05,0.00010056242741283012,positive,10-2021,7.0
cause,2.005959488839056e-05,1.6969069952535067e-05,1.6972315830160577e-05,0.0014456789295992328,positive,10-2021,7.0
understand,2.00573851079707e-05,0.0008499969502415561,1.7031581206874932e-05,0.0022429551448041197,positive,10-2021,7.0
specific,2.0056519316138248e-05,1.700543395302387e-05,0.00036150344586558707,0.0018673608081605916,positive,10-2021,7.0
course,2.0055928397229123e-05,0.0012748381672678854,0.00022546620607429463,0.0022776255193486554,positive,10-2021,7.0
pull,2.0053865661886868e-05,0.0006946850263736159,0.00037714383326734605,0.0006353610768467985,positive,10-2021,7.0
volume,2.0053578728459384e-05,1.7145636919964807e-05,0.003369560135054422,1.4778936218686677e-05,positive,10-2021,7.0
typically,2.0051506496725856e-05,1.7018083992300425e-05,0.0005198655161776628,0.0015173771688582062,positive,10-2021,7.0
compensation,2.0050936955771222e-05,1.696065901769135e-05,0.0021125574702736917,1.4375742359715184e-05,positive,10-2021,7.0
game,2.0050288360562655e-05,0.002335076728705217,1.689518117599067e-05,0.00026854184146282446,positive,10-2021,7.0
exactly,2.0049131404572655e-05,1.7244362550097934e-05,1.691636617083993e-05,0.0018034402305500449,positive,10-2021,7.0
crispy,2.0048011942935405e-05,0.0011142646087384236,1.712399560295572e-05,1.444698032491686e-05,positive,10-2021,7.0
tough,2.004707976116595e-05,1.7479487701403378e-05,0.0003045367646884316,0.0006986116082445339,positive,10-2021,7.0
pent,2.0045937407416005e-05,1.7017918061441105e-05,1.7083731926813597e-05,0.0013739643953000781,positive,10-2021,7.0
casino,2.0045698229900393e-05,0.0017756988306622922,1.6860359892848854e-05,0.00016996405057856598,positive,10-2021,7.0
royal,2.004534149369185e-05,0.0005517997243281374,1.6803319883811427e-05,0.0007777825183869237,positive,10-2021,7.0
something,2.004380921906555e-05,0.0006574688043251343,1.699490982088807e-05,0.0046253941456725995,positive,10-2021,7.0
fee,2.0043121843158546e-05,0.0007704729816509742,0.0015319541037958882,1.4661136004214153e-05,positive,10-2021,7.0
vaccination,2.0039750576392874e-05,1.6916896251850013e-05,1.711044890633043e-05,0.0008729166488009641,positive,10-2021,7.0
social,2.0039258553630196e-05,0.0009852075746132638,1.790887704596819e-05,0.0001947512917008499,positive,10-2021,7.0
measure,2.0038660520489646e-05,0.00010932246321315737,0.000245791227701213,0.004107153078141554,positive,10-2021,7.0
wyndham,2.003777938074317e-05,0.0015719256619978665,0.00014974563396982543,1.4450650856642892e-05,positive,10-2021,7.0
sell,2.003491461285588e-05,0.0008474506395865486,0.0007316263311784132,0.001205465856351042,positive,10-2021,7.0
vacation,2.0033479034806515e-05,0.0009575669369950427,0.0010945450658374671,1.4805223801943796e-05,positive,10-2021,7.0
campaign,2.0033132704968924e-05,0.0017902633004881765,1.6937526251892358e-05,1.438762201473149e-05,positive,10-2021,7.0
largely,2.0032591481819307e-05,1.7130167690567555e-05,0.00043244320962530476,0.000589708838931507,positive,10-2021,7.0
guest,2.0032401376674726e-05,0.015316190742715926,0.0015984979692540038,1.4554997027648941e-05,positive,10-2021,7.0
single,2.003228437688604e-05,1.7171081755027426e-05,0.003376004928406958,0.0005819729122747658,positive,10-2021,7.0
percentage,2.0028855161374875e-05,1.703907117988846e-05,0.004124448332792519,1.4637987583221106e-05,positive,10-2021,7.0
delivery,2.002406599648927e-05,0.006361407650459881,0.002773663483303045,1.4583457507410807e-05,positive,10-2021,7.0
concept,2.002344195587023e-05,0.001536511651498328,1.7000246841368692e-05,1.4640749940491054e-05,positive,10-2021,7.0
menu,2.0023298315012813e-05,0.006112447202569269,0.003272240445402693,1.4654371756336571e-05,positive,10-2021,7.0
news,2.0022706885633018e-05,0.00033461429721985783,1.6920714228298734e-05,0.0013197100509044102,positive,10-2021,7.0
vip,2.0022002757501596e-05,0.0004248795603340202,1.6832473428818112e-05,0.0006705801011305473,positive,10-2021,7.0
introduce,2.0020979340556653e-05,0.0017904176230409922,1.6836676652300166e-05,1.4351705979565852e-05,positive,10-2021,7.0
anything,2.0016260683318478e-05,1.706590588208573e-05,1.6953679973944462e-05,0.0034501041160481046,positive,10-2021,7.0
learn,2.0014944817082988e-05,0.001604319345886869,1.692794712156074e-05,0.0007447057134351082,positive,10-2021,7.0
food,2.001463435147657e-05,0.004807152158516004,0.0023043165133136197,1.4505294685953749e-05,positive,10-2021,7.0
decrease,2.0014457668747628e-05,1.690186696661435e-05,0.0016934697626583546,1.4338731194942231e-05,positive,10-2021,7.0
sense,2.001348062274059e-05,0.0005059236018875068,1.6905281913314207e-05,0.002105181524311912,positive,10-2021,7.0
slow,2.001091955073564e-05,1.715259563132058e-05,0.00037504419883698886,0.0010682411434723314,positive,10-2021,7.0
relatively,2.0010400161989306e-05,0.0002615336421541157,0.0005397859354139267,0.00029093294842488565,positive,10-2021,7.0
launch,2.0010118028476166e-05,0.004999973795878949,1.694345649134293e-05,1.4397591103774414e-05,positive,10-2021,7.0
normalize,2.001004807159644e-05,1.7256795954484677e-05,0.001265052778313443,0.0003082449125014197,positive,10-2021,7.0
wonder,2.0007402659230936e-05,1.6990222221164384e-05,1.6920414893200905e-05,0.0028775001763021797,positive,10-2021,7.0
appreciate,2.000719906592995e-05,1.7081266363062704e-05,1.6998844665056217e-05,0.0020898897367799055,positive,10-2021,7.0
greg,2.0005957859705038e-05,1.7261443485332557e-05,0.0016085044644294293,1.4997458069078312e-05,positive,10-2021,7.0
event,2.000484395151771e-05,0.0007809150525802025,0.00021951145874637314,0.0010548427580928483,positive,10-2021,7.0
standard,2.0004514271635768e-05,0.0011129268161790332,0.0002698762269555606,1.4570460085404095e-05,positive,10-2021,7.0
variant,2.0004415332423127e-05,1.6997922754516592e-05,0.0014154561974034354,0.0013970443111551902,positive,10-2021,7.0
traffic,2.0003720841395863e-05,0.0003509265848828741,0.0032060472108203526,1.4710645003989299e-05,positive,10-2021,7.0
definitely,2.0002940341117824e-05,1.7188935740431276e-05,1.6953671013982563e-05,0.0034500094638453167,positive,10-2021,7.0
space,2.000224438491867e-05,0.0023814202242688023,1.6805701869770978e-05,1.4611621185699895e-05,positive,10-2021,7.0
behavior,2.0001181531705965e-05,0.0014518066915076256,1.7077561376594142e-05,1.4793313258024769e-05,positive,10-2021,7.0
check,1.9997170286804682e-05,0.0017935458784306712,0.000851687149995571,1.4782817048169837e-05,positive,10-2021,7.0
hopefully,1.9994464874025432e-05,1.7627483264663783e-05,1.707334167617055e-05,0.0008007909038783595,positive,10-2021,7.0
ship,1.999177854782985e-05,1.7101937334832494e-05,1.6832265643482303e-05,0.0023763770133033452,positive,10-2021,7.0
mass,1.9989063445890104e-05,1.7217629971388323e-05,1.6798968036220506e-05,0.0011593157318258742,positive,10-2021,7.0
test,1.9988454592836457e-05,0.001264508293175139,1.7033901825859362e-05,0.0005315209207447648,positive,10-2021,7.0
incentive,1.9986331060333944e-05,0.00030664969890588237,0.0008187067937489424,1.4564251697745328e-05,positive,10-2021,7.0
sorry,1.9984894605963426e-05,1.695332029538256e-05,1.686914187603667e-05,0.0013742464153042402,positive,10-2021,7.0
color,1.998385912745397e-05,1.7122938287482195e-05,1.6925871025753224e-05,0.0024478728666180644,positive,10-2021,7.0
guy,1.99834120024712e-05,1.6973228303189042e-05,1.700516432983942e-05,0.0030206352501122406,positive,10-2021,7.0
commentary,1.998338897912991e-05,1.702592365030211e-05,1.7048549715704326e-05,0.001445620645508183,positive,10-2021,7.0
sit,1.9983163971797567e-05,0.00028131191663878426,1.7304874768232937e-05,0.000648707587001023,positive,10-2021,7.0
little,1.9983157187971615e-05,1.7105508952378997e-05,1.703154812696989e-05,0.014116619071389839,positive,10-2021,7.0
occupancy,1.998299843798007e-05,0.00016296875736304493,0.0018834751889557388,1.468541265473098e-05,positive,10-2021,7.0
curious,1.9980615935124354e-05,1.7029245622437583e-05,1.698252923641813e-05,0.0018036155000640429,positive,10-2021,7.0
culinary,1.9980495370503798e-05,0.000945824091993991,1.681342804547315e-05,1.4344293355690585e-05,positive,10-2021,7.0
labor,1.9979523903192425e-05,1.719501795697182e-05,0.012595758514207321,0.004808314284579983,positive,10-2021,7.0
beverage,1.997787679590594e-05,0.002249541296207023,0.00023190313029896836,1.4334171314555392e-05,positive,10-2021,7.0
depend,1.997762618775084e-05,1.700756358027645e-05,1.7219699128056112e-05,0.0012307306542143116,positive,10-2021,7.0
transient,1.9975361113651847e-05,1.7059073630194092e-05,0.0004195424658105443,0.0006724131855650088,positive,10-2021,7.0
hour,1.9975064521332285e-05,1.7249384706212663e-05,0.007897375834163937,1.454526539575801e-05,positive,10-2021,7.0
door,1.9974557499824502e-05,0.0001948710093473092,1.6870166365250792e-05,0.0008655223283405373,positive,10-2021,7.0
itinerary,1.9972649765434394e-05,1.7032429188453066e-05,1.6891338094604933e-05,0.0014457571121219846,positive,10-2021,7.0
sort,1.9971458622060338e-05,1.7040863906996768e-05,1.6871711771729048e-05,0.006242154190334575,positive,10-2021,7.0
leisure,1.997094443220079e-05,0.0010507742830653678,0.0023951980956316383,0.0015456669397616322,positive,10-2021,7.0
premium,1.9967795343240507e-05,0.0023812718996314482,1.684577709541926e-05,1.4727973363871622e-05,positive,10-2021,7.0
hop,1.9965719805286826e-05,1.7053488340624043e-05,1.6921204661511215e-05,0.0011593673244223014,positive,10-2021,7.0
seem,1.9965540163466524e-05,1.7023793702440044e-05,1.6925277877766317e-05,0.0018752677419914205,positive,10-2021,7.0
commodity,1.9962136405340426e-05,1.6967376477387946e-05,0.002203320335582154,0.0009391688724326395,positive,10-2021,7.0
remind,1.9960277118716146e-05,0.00021777689570836993,1.705162336111885e-05,0.0014902549120524937,positive,10-2021,7.0
visit,1.9959964514147596e-05,0.0013438190852755622,0.0001245738847935155,1.4563591143244145e-05,positive,10-2021,7.0
bjs,1.9958924785595274e-05,0.0021277824805852543,1.7256295647674716e-05,1.4461303099823658e-05,positive,10-2021,7.0
kind,1.9958722980639096e-05,1.7088722599979757e-05,1.7013824234202816e-05,0.022349269946429197,positive,10-2021,7.0
probably,1.9958374962848956e-05,0.00017383817934745664,1.697167060602729e-05,0.005106957118826363,positive,10-2021,7.0
walk,1.9958240340013615e-05,0.0007398217312429903,1.705419076565948e-05,0.00026033674387665435,positive,10-2021,7.0
helpful,1.9957637570733752e-05,1.7013169079637103e-05,0.000224563048676266,0.003129754033372727,positive,10-2021,7.0
differ,1.995648183080294e-05,1.6914850803509534e-05,1.6829545456142308e-05,0.0012311576112560036,positive,10-2021,7.0
maybe,1.995570912298361e-05,1.697896389846393e-05,1.6939380001261223e-05,0.011682837589898208,positive,10-2021,7.0
transitory,1.995520117555857e-05,1.6952226973243853e-05,0.00022835714122839125,0.0011936957479223005,positive,10-2021,7.0
safe,1.9954583769458252e-05,0.0003857653599306886,0.00012374408934961455,0.0006840837977750061,positive,10-2021,7.0
booking,1.9953812172516618e-05,0.0005563381671520749,1.7469711749245975e-05,0.0034937717754188902,positive,10-2021,7.0
load,1.9953399459192216e-05,1.703362653606754e-05,1.685701827099715e-05,0.002304853609901162,positive,10-2021,7.0
dining,1.9951345210976506e-05,0.002386856396520438,0.0010171322835372599,1.4994886550448431e-05,positive,10-2021,7.0
amenity,1.99512784460622e-05,0.0005820496037702537,1.700567650274636e-05,0.00039410050499839936,positive,10-2021,7.0
partially,1.9950744172393e-05,1.6927583001843585e-05,0.0010227645354752089,1.432264198016991e-05,positive,10-2021,7.0
convenience,1.9950478745603182e-05,0.0013679746489397714,1.690985807491936e-05,1.443577500558599e-05,positive,10-2021,7.0
essentially,1.9949512517289206e-05,0.00011380961706270561,0.00017172152331616425,0.0006588515719707161,positive,10-2021,7.0
efficiently,1.994944130222454e-05,0.0010300948331236526,1.6935349208059384e-05,1.442810641276051e-05,positive,10-2021,7.0
speed,1.994872446270846e-05,0.0009453658990656651,1.703846535150824e-05,1.4563412381196285e-05,positive,10-2021,7.0
guess,1.9946738103943662e-05,1.7009605552344755e-05,1.6968061293561275e-05,0.006242116256322245,positive,10-2021,7.0
organization,1.994489981079807e-05,0.0008183612029099423,0.00022705300805853876,1.4479936467778013e-05,positive,10-2021,7.0
connect,1.994433190261703e-05,0.0009456954588105827,1.688521588207775e-05,1.4418116595834765e-05,positive,10-2021,7.0
ticket,1.993933252016688e-05,0.0006501286819072566,0.001649600896807694,0.00044580975966030057,positive,10-2021,7.0
horseracing,1.9936202316108447e-05,0.0011144037712720008,1.701682407220443e-05,1.4501224428999345e-05,positive,10-2021,7.0
weekend,1.993602028772647e-05,0.000485496867733879,0.0017301600127914707,1.5445153456640206e-05,positive,10-2021,7.0
train,1.993583466646773e-05,0.0010299564728106232,1.696725682193565e-05,1.4527946921943641e-05,positive,10-2021,7.0
feature,1.993504128664637e-05,0.0007827986541181517,1.694205338779325e-05,0.00022402480693642523,positive,10-2021,7.0
cap,1.9934660564134786e-05,1.6931246035323013e-05,0.002196192999711939,1.4662616508217454e-05,positive,10-2021,7.0
folk,1.9933878155705973e-05,0.0009408935036386903,1.6869682711675245e-05,0.0008775630634479883,positive,10-2021,7.0
might,1.993014721487518e-05,1.704647024552579e-05,1.696369636375218e-05,0.003092234877938855,positive,10-2021,7.0
filing,1.9929569680477045e-05,1.6893397515887563e-05,1.689093685987641e-05,0.0014459063761799824,positive,10-2021,7.0
comfortable,1.9929497515392363e-05,1.7138586889961655e-05,0.00011129418347809941,0.0007923922122365456,positive,10-2021,7.0
din,1.9927585580157614e-05,1.7310652171585963e-05,0.0011060248951364005,1.4513055918695472e-05,positive,10-2021,7.0
derby,1.9926639039299486e-05,0.003733005217540852,1.691289606797137e-05,1.4465555555810934e-05,positive,10-2021,7.0
frequency,1.992612473107332e-05,0.0018749125612411135,1.6834800204376938e-05,1.4397244951951712e-05,positive,10-2021,7.0
sec,1.9925137934244552e-05,1.6893400270335485e-05,1.688187663024674e-05,0.0015175051675414305,positive,10-2021,7.0
office,1.9924939948964397e-05,1.7057213323349643e-05,0.0008887009494449956,0.0007014006604945366,positive,10-2021,7.0
reward,1.9924485480832013e-05,0.003817676247022611,1.6835454911399393e-05,1.4359475182083371e-05,positive,10-2021,7.0
charge,1.992314545295935e-05,0.0006010771442130531,0.00021246708615420154,0.0005690444364089799,positive,10-2021,7.0
necessarily,1.992286280317634e-05,1.6981199518992116e-05,1.701947416030356e-05,0.0009446120338782132,positive,10-2021,7.0
medium,1.9922168360988613e-05,0.0020107751882539574,1.7002181840069905e-05,0.0005433996663953499,positive,10-2021,7.0
enough,1.9920862908198904e-05,0.0008703220973574539,0.00017537086166267694,1.4585966089866265e-05,positive,10-2021,7.0
security,1.99203765329968e-05,1.693627243221678e-05,1.7283755539455496e-05,0.0008012505364177073,positive,10-2021,7.0
churchill,1.992011883200568e-05,0.0011991330372274748,1.688137698104971e-05,1.4405365434307398e-05,positive,10-2021,7.0
engage,1.9918925078381554e-05,0.0024662144262805044,1.6799813879325204e-05,1.43986248310561e-05,positive,10-2021,7.0
frame,1.991766595499681e-05,0.0002101138519061184,1.7291990369127206e-05,0.0008522843854996775,positive,10-2021,7.0
material,1.991762888400218e-05,1.7276451225015873e-05,1.716383937814916e-05,0.0013021816118832937,positive,10-2021,7.0
louisiana,1.9917567766902198e-05,0.0011224193261475193,0.00017659028910253953,1.4649661461165234e-05,positive,10-2021,7.0
online,1.9916070626018912e-05,0.0019590808475084378,1.686888259777381e-05,1.462773673333712e-05,positive,10-2021,7.0
racetrack,1.9914772236431386e-05,0.0014525353435076987,1.6863102439279645e-05,1.4421219708022034e-05,positive,10-2021,7.0
advertising,1.991441080253522e-05,0.0005756489054957981,0.0007191180189372361,1.4836819898101338e-05,positive,10-2021,7.0
bonus,1.9912836784606906e-05,1.757291404898364e-05,0.0012732388275133067,1.4706275883164913e-05,positive,10-2021,7.0
